WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.82, 2.04)
    startup-library-setup ..........................: (26150.15, 26152.28)
    startup-program-setup ..........................: (45.79, 46.05)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (32.20, 33.96)
    startup-initialize-megatron ....................: (5099.76, 5101.54)
    startup-set-jit-fusion-options .................: (2956.39, 3601.61)
    all-reduce-start-timestamps-tensor .............: (1.35, 646.58)
    startup-megatron-init-local ....................: (8736.43, 8736.71)
    startup-megatron-init-global ...................: (34934.67, 34934.69)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2970.58, 2970.87)
    train/valid/test-data-iterators-setup ..........: (1339.56, 1357.25)
 [2026-05-20 02:53:39.977916] iteration       15/      50 | consumed samples:         3840 | elapsed time per iteration (ms): 17168.8 | throughput per GPU (TFLOP/s/GPU): 707.4 | tokens/sec/GPU: 15269 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.944311E+00 | loss scale: 1.0 | grad norm: 4.823 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:53:57.136898] iteration       16/      50 | consumed samples:         4096 | elapsed time per iteration (ms): 17158.8 | throughput per GPU (TFLOP/s/GPU): 707.9 | tokens/sec/GPU: 15277 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.673204E+00 | loss scale: 1.0 | grad norm: 4.522 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:54:14.247218] iteration       17/      50 | consumed samples:         4352 | elapsed time per iteration (ms): 17110.1 | throughput per GPU (TFLOP/s/GPU): 709.9 | tokens/sec/GPU: 15321 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.430104E+00 | loss scale: 1.0 | grad norm: 11.393 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:54:31.354351] iteration       18/      50 | consumed samples:         4608 | elapsed time per iteration (ms): 17107.0 | throughput per GPU (TFLOP/s/GPU): 710.0 | tokens/sec/GPU: 15324 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.647757E+00 | loss scale: 1.0 | grad norm: 20.898 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:54:48.501530] iteration       19/      50 | consumed samples:         4864 | elapsed time per iteration (ms): 17147.1 | throughput per GPU (TFLOP/s/GPU): 708.3 | tokens/sec/GPU: 15288 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.252192E+00 | loss scale: 1.0 | grad norm: 4.231 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:55:05.660504] iteration       20/      50 | consumed samples:         5120 | elapsed time per iteration (ms): 17158.8 | throughput per GPU (TFLOP/s/GPU): 707.9 | tokens/sec/GPU: 15278 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.116749E+00 | loss scale: 1.0 | grad norm: 3.774 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:55:22.810260] iteration       21/      50 | consumed samples:         5376 | elapsed time per iteration (ms): 17149.7 | throughput per GPU (TFLOP/s/GPU): 708.2 | tokens/sec/GPU: 15286 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.118931E+00 | loss scale: 1.0 | grad norm: 13.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:55:39.933665] iteration       22/      50 | consumed samples:         5632 | elapsed time per iteration (ms): 17123.1 | throughput per GPU (TFLOP/s/GPU): 709.3 | tokens/sec/GPU: 15309 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.030975E+00 | loss scale: 1.0 | grad norm: 10.529 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:55:57.095318] iteration       23/      50 | consumed samples:         5888 | elapsed time per iteration (ms): 17161.5 | throughput per GPU (TFLOP/s/GPU): 707.7 | tokens/sec/GPU: 15275 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.793866E+00 | loss scale: 1.0 | grad norm: 3.792 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-20 02:56:14.259604] iteration       24/      50 | consumed samples:         6144 | elapsed time per iteration (ms): 17164.1 | throughput per GPU (TFLOP/s/GPU): 707.6 | tokens/sec/GPU: 15273 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 7.723243E+00 | loss scale: 1.0 | grad norm: 4.754 | number of skipped iterations:   0 | number of nan iterations:   0 |
