WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.76, 2.62)
    startup-library-setup ..........................: (23389.38, 23392.10)
    startup-program-setup ..........................: (46.99, 48.23)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (32.72, 34.47)
    startup-initialize-megatron ....................: (7864.74, 7867.72)
    startup-set-jit-fusion-options .................: (2328.23, 3330.40)
    all-reduce-start-timestamps-tensor .............: (13.60, 1015.66)
    startup-megatron-init-local ....................: (11243.17, 11244.33)
    startup-megatron-init-global ...................: (34683.41, 34683.43)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (1368.89, 1369.14)
    train/valid/test-data-iterators-setup ..........: (1100.12, 1119.27)
 [2026-05-21 21:23:57.794332] iteration        1/      50 | consumed samples:          256 | elapsed time per iteration (ms): 21390.3 | throughput per GPU (TFLOP/s/GPU): 277.8 | tokens/sec/GPU: 12255 | learning rate: 3.000000E-05 | global batch size:   256 | lm loss: 1.143125E+01 | loss scale: 1.0 | grad norm: 18.502 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:11.132876] iteration        2/      50 | consumed samples:          512 | elapsed time per iteration (ms): 17363.8 | throughput per GPU (TFLOP/s/GPU): 342.3 | tokens/sec/GPU: 15097 | learning rate: 6.000000E-05 | global batch size:   256 | lm loss: 1.142835E+01 | loss scale: 1.0 | grad norm: 16.211 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:24.072153] iteration        3/      50 | consumed samples:          768 | elapsed time per iteration (ms): 12939.2 | throughput per GPU (TFLOP/s/GPU): 459.3 | tokens/sec/GPU: 20260 | learning rate: 9.000000E-05 | global batch size:   256 | lm loss: 1.342106E+01 | loss scale: 1.0 | grad norm: 309.144 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:37.032971] iteration        4/      50 | consumed samples:         1024 | elapsed time per iteration (ms): 12960.8 | throughput per GPU (TFLOP/s/GPU): 458.5 | tokens/sec/GPU: 20226 | learning rate: 1.200000E-04 | global batch size:   256 | lm loss: 1.415277E+01 | loss scale: 1.0 | grad norm: 55.224 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:49.951324] iteration        5/      50 | consumed samples:         1280 | elapsed time per iteration (ms): 12918.2 | throughput per GPU (TFLOP/s/GPU): 460.0 | tokens/sec/GPU: 20293 | learning rate: 1.500000E-04 | global batch size:   256 | lm loss: 1.203983E+01 | loss scale: 1.0 | grad norm: 119.222 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:02.831506] iteration        6/      50 | consumed samples:         1536 | elapsed time per iteration (ms): 12880.0 | throughput per GPU (TFLOP/s/GPU): 461.4 | tokens/sec/GPU: 20353 | learning rate: 1.800000E-04 | global batch size:   256 | lm loss: 2.415708E+01 | loss scale: 1.0 | grad norm: 152.984 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:15.640386] iteration        7/      50 | consumed samples:         1792 | elapsed time per iteration (ms): 12808.8 | throughput per GPU (TFLOP/s/GPU): 464.0 | tokens/sec/GPU: 20466 | learning rate: 2.100000E-04 | global batch size:   256 | lm loss: 1.471150E+01 | loss scale: 1.0 | grad norm: 79.788 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:28.501002] iteration        8/      50 | consumed samples:         2048 | elapsed time per iteration (ms): 12860.4 | throughput per GPU (TFLOP/s/GPU): 462.1 | tokens/sec/GPU: 20384 | learning rate: 2.400000E-04 | global batch size:   256 | lm loss: 1.191340E+01 | loss scale: 1.0 | grad norm: 5.316 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:41.333293] iteration        9/      50 | consumed samples:         2304 | elapsed time per iteration (ms): 12832.2 | throughput per GPU (TFLOP/s/GPU): 463.1 | tokens/sec/GPU: 20429 | learning rate: 2.700000E-04 | global batch size:   256 | lm loss: 1.205079E+01 | loss scale: 1.0 | grad norm: 44.146 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:54.149967] iteration       10/      50 | consumed samples:         2560 | elapsed time per iteration (ms): 12816.6 | throughput per GPU (TFLOP/s/GPU): 463.7 | tokens/sec/GPU: 20454 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 1.054259E+01 | loss scale: 1.0 | grad norm: 12.740 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:26:06.954051] iteration       11/      50 | consumed samples:         2816 | elapsed time per iteration (ms): 12803.9 | throughput per GPU (TFLOP/s/GPU): 464.2 | tokens/sec/GPU: 20474 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 9.786834E+00 | loss scale: 1.0 | grad norm: 4.858 | number of skipped iterations:   0 | number of nan iterations:   0 |
