WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    startup-program-entry-spread ...................: (0.20, 1.28)
    startup-library-setup ..........................: (21512.93, 21514.31)
    startup-program-setup ..........................: (46.50, 46.68)
    startup-in-process-setup .......................: (0.00, 0.00)
    startup-in-job-setup ...........................: (32.53, 34.63)
    startup-initialize-megatron ....................: (17872.54, 17874.74)
    startup-set-jit-fusion-options .................: (1862.38, 2508.36)
    all-reduce-start-timestamps-tensor .............: (1.60, 647.43)
    startup-megatron-init-local ....................: (20416.98, 20417.31)
    startup-megatron-init-global ...................: (41977.96, 41978.02)
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2051.44, 2051.59)
    train/valid/test-data-iterators-setup ..........: (1081.58, 1109.90)
 [2026-05-21 21:24:06.988416] iteration        1/      50 | consumed samples:          256 | elapsed time per iteration (ms): 18032.3 | throughput per GPU (TFLOP/s/GPU): 329.6 | tokens/sec/GPU: 14537 | learning rate: 3.000000E-05 | global batch size:   256 | lm loss: 1.143412E+01 | loss scale: 1.0 | grad norm: 15.163 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:20.709586] iteration        2/      50 | consumed samples:          512 | elapsed time per iteration (ms): 15876.0 | throughput per GPU (TFLOP/s/GPU): 374.3 | tokens/sec/GPU: 16512 | learning rate: 6.000000E-05 | global batch size:   256 | lm loss: 1.143067E+01 | loss scale: 1.0 | grad norm: 16.021 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:29.927916] iteration        3/      50 | consumed samples:          768 | elapsed time per iteration (ms): 9218.2 | throughput per GPU (TFLOP/s/GPU): 644.7 | tokens/sec/GPU: 28438 | learning rate: 9.000000E-05 | global batch size:   256 | lm loss: 1.324679E+01 | loss scale: 1.0 | grad norm: 299.757 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:39.094860] iteration        4/      50 | consumed samples:         1024 | elapsed time per iteration (ms): 9166.8 | throughput per GPU (TFLOP/s/GPU): 648.3 | tokens/sec/GPU: 28597 | learning rate: 1.200000E-04 | global batch size:   256 | lm loss: 1.408154E+01 | loss scale: 1.0 | grad norm: 55.257 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:48.247681] iteration        5/      50 | consumed samples:         1280 | elapsed time per iteration (ms): 9152.8 | throughput per GPU (TFLOP/s/GPU): 649.3 | tokens/sec/GPU: 28641 | learning rate: 1.500000E-04 | global batch size:   256 | lm loss: 1.237605E+01 | loss scale: 1.0 | grad norm: 125.622 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:24:57.402517] iteration        6/      50 | consumed samples:         1536 | elapsed time per iteration (ms): 9154.8 | throughput per GPU (TFLOP/s/GPU): 649.2 | tokens/sec/GPU: 28635 | learning rate: 1.800000E-04 | global batch size:   256 | lm loss: 2.443392E+01 | loss scale: 1.0 | grad norm: 152.814 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:06.487017] iteration        7/      50 | consumed samples:         1792 | elapsed time per iteration (ms): 9084.2 | throughput per GPU (TFLOP/s/GPU): 654.2 | tokens/sec/GPU: 28857 | learning rate: 2.100000E-04 | global batch size:   256 | lm loss: 1.580546E+01 | loss scale: 1.0 | grad norm: 75.773 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:15.588066] iteration        8/      50 | consumed samples:         2048 | elapsed time per iteration (ms): 9101.0 | throughput per GPU (TFLOP/s/GPU): 653.0 | tokens/sec/GPU: 28804 | learning rate: 2.400000E-04 | global batch size:   256 | lm loss: 1.187072E+01 | loss scale: 1.0 | grad norm: 6.773 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:24.666984] iteration        9/      50 | consumed samples:         2304 | elapsed time per iteration (ms): 9078.7 | throughput per GPU (TFLOP/s/GPU): 654.6 | tokens/sec/GPU: 28874 | learning rate: 2.700000E-04 | global batch size:   256 | lm loss: 1.134520E+01 | loss scale: 1.0 | grad norm: 5.671 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:33.731743] iteration       10/      50 | consumed samples:         2560 | elapsed time per iteration (ms): 9064.5 | throughput per GPU (TFLOP/s/GPU): 655.6 | tokens/sec/GPU: 28920 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 1.019640E+01 | loss scale: 1.0 | grad norm: 7.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:42.805295] iteration       11/      50 | consumed samples:         2816 | elapsed time per iteration (ms): 9073.6 | throughput per GPU (TFLOP/s/GPU): 655.0 | tokens/sec/GPU: 28891 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 9.058422E+00 | loss scale: 1.0 | grad norm: 4.878 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:25:51.827606] iteration       12/      50 | consumed samples:         3072 | elapsed time per iteration (ms): 9022.1 | throughput per GPU (TFLOP/s/GPU): 658.7 | tokens/sec/GPU: 29056 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 1.115199E+01 | loss scale: 1.0 | grad norm: 51.230 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:26:00.856629] iteration       13/      50 | consumed samples:         3328 | elapsed time per iteration (ms): 9028.9 | throughput per GPU (TFLOP/s/GPU): 658.2 | tokens/sec/GPU: 29034 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 9.929451E+00 | loss scale: 1.0 | grad norm: 35.744 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-05-21 21:26:10.744918] iteration       14/      50 | consumed samples:         3584 | elapsed time per iteration (ms): 9888.1 | throughput per GPU (TFLOP/s/GPU): 601.0 | tokens/sec/GPU: 26511 | learning rate: 3.000000E-04 | global batch size:   256 | lm loss: 8.855238E+00 | loss scale: 1.0 | grad norm: 29.682 | number of skipped iterations:   0 | number of nan iterations:   0 |
